,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1433,0.73,Premium,I,VS1,61.2,59.0,5.82,5.84,3.57,3040.3022128317853
1434,1.16,Ideal,H,SI2,61.1,56.0,6.78,6.79,4.15,5279.081302462302
1435,1.57,Fair,H,VS1,67.3,66.0,7.85,5.75,3.87,11298.359587293571
1436,0.3,Very Good,D,VS2,62.9,58.0,4.23,4.26,2.67,568.3305257134008
1437,0.58,Ideal,F,SI2,60.9,56.0,5.42,5.39,3.29,1483.577202677813
1438,0.32,Very Good,D,VS2,62.0,57.0,4.38,4.42,2.73,638.1909782243657
1439,1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59,9419.257977718244
1440,0.7,Premium,G,SI1,62.0,61.0,5.67,5.62,3.5,2376.208241273089
1441,0.88,Ideal,E,SI2,62.2,57.0,6.08,6.2,3.82,3183.1618735834945
1442,0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,2441.805224817028
1443,0.25,Ideal,F,VVS1,62.3,56.0,4.01,4.03,2.5,553.969364194125
1444,0.7,Very Good,F,VS2,62.4,59.0,5.64,5.71,3.54,2603.872732259955
1445,1.07,Ideal,G,SI2,61.7,57.0,6.55,6.59,4.05,4553.3413898193385
1446,0.39,Fair,G,IF,57.1,61.0,4.83,4.88,2.77,1283.930666758079
1447,1.55,Ideal,F,VS2,61.8,54.0,7.44,7.48,4.61,11541.17191741232
1448,1.18,Ideal,I,VS2,62.3,56.0,6.76,6.73,4.21,7070.850028939938
1449,1.21,Premium,H,SI1,61.8,58.0,6.83,6.79,4.21,6061.4186367901175
1450,0.27,Ideal,I,VS1,62.1,54.0,4.16,4.18,2.59,512.8834229748114
1451,0.35,Ideal,H,VVS2,62.5,57.0,4.54,4.48,2.82,953.6285877459737
1452,0.7,Ideal,H,VS2,62.4,56.0,5.63,5.72,3.54,2798.112178198003
1453,0.91,Premium,I,VS2,62.4,61.0,6.18,6.16,3.85,4324.398576455768
1454,0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76,724.7738477864389
1455,2.14,Premium,I,SI1,61.3,61.0,8.32,8.28,5.09,17577.778942148245
1456,1.2,Premium,I,VS2,62.6,58.0,6.77,6.72,4.22,7030.091901849128
1457,0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67,725.5910013611316
1458,0.5,Ideal,I,SI1,59.8,59.0,5.18,5.15,3.09,1302.717206697542
1459,0.55,Ideal,G,VS2,62.2,54.0,5.27,5.28,3.28,1814.3569369783609
1460,2.01,Very Good,H,VS2,63.5,59.0,7.92,7.86,5.01,17129.692245898852
1461,0.3,Ideal,H,VVS2,61.3,57.0,4.33,4.31,2.65,737.0529748726026
1462,1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,10816.661250223908
1463,0.26,Very Good,F,VS2,62.4,58.0,4.06,4.08,2.54,439.5021163060565
1464,0.42,Ideal,D,VS1,61.1,57.0,4.84,4.81,2.95,1148.066953313527
1465,0.5,Premium,F,VVS2,61.9,58.0,5.07,5.1,3.15,1684.550104291744
1466,1.09,Ideal,G,VS2,62.4,55.0,6.61,6.56,4.11,6131.646766523344
1467,0.41,Premium,G,SI1,61.3,58.0,4.76,4.8,2.93,875.166330978828
1468,1.06,Premium,F,SI1,58.4,61.0,6.73,6.69,3.92,5156.815842853969
1469,1.49,Fair,F,SI1,59.6,63.0,7.2,7.34,4.33,8239.442596883413
1470,0.37,Very Good,F,VS2,59.2,61.0,4.63,4.69,2.76,828.3507946598057
1471,0.4,Very Good,D,VS2,63.5,55.0,4.69,4.66,2.97,952.8749928085834
1472,0.9,Very Good,E,SI1,62.2,60.0,6.14,6.17,3.83,3697.093620077027
1473,0.35,Very Good,H,SI1,61.3,55.0,4.55,4.58,2.8,633.801015260276
1474,1.51,Very Good,E,VS2,62.4,59.0,7.26,7.36,4.56,10247.249777747462
1475,1.08,Premium,G,SI1,59.4,60.0,6.7,6.63,3.96,4902.331685934392
1476,0.38,Ideal,F,VS1,62.4,54.0,4.64,4.68,2.91,956.5270650621395
1477,1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,5831.819966910449
1478,0.51,Ideal,E,VS2,61.5,55.0,5.23,5.14,3.19,1584.2202885124057
1479,1.0,Fair,F,SI1,64.8,58.0,6.26,6.21,4.04,4262.350035892907
1480,0.32,Ideal,F,VS2,60.3,55.0,4.45,4.4,2.67,685.7977066474447
1481,1.02,Premium,F,VS2,62.4,59.0,6.4,6.45,4.01,5308.2470092870335
1482,0.42,Premium,H,VS2,62.1,57.0,4.8,4.76,2.97,1078.2568413044696
1483,1.02,Premium,G,SI2,62.3,58.1,6.41,6.38,4.0,4068.17696724946
1484,0.31,Very Good,F,VS2,63.4,56.0,4.32,4.29,2.73,602.8120679661654
1485,0.9,Good,E,SI1,63.9,57.0,6.12,6.08,3.9,3597.7744004718784
1486,1.05,Ideal,F,VS2,59.1,57.0,6.67,6.66,3.94,5733.360812749132
1487,0.9,Good,F,SI1,58.0,58.0,6.24,6.28,3.63,3597.7744004718784
1488,0.33,Ideal,D,VVS2,60.9,57.0,4.46,4.48,2.72,864.3180689825012
1489,0.4,Very Good,E,VS1,60.1,58.0,4.72,4.76,2.85,980.7559544516259
1490,1.37,Ideal,G,SI2,62.8,57.0,7.12,7.06,4.45,6679.877854200172
1491,0.72,Ideal,F,IF,62.0,57.0,5.71,5.78,3.56,4299.029477649648
1492,1.08,Ideal,I,VS2,61.6,56.0,6.63,6.59,4.07,6030.96435428511
1493,0.35,Premium,E,IF,59.0,61.0,4.64,4.62,2.73,1056.7454877184832
1494,2.02,Premium,H,SI2,61.5,58.0,8.14,8.1,4.99,13264.629146628033
1495,1.88,Good,J,SI2,57.9,59.0,8.16,8.11,4.71,11061.925651199697
1496,1.52,Ideal,H,VS2,61.8,55.1,7.38,7.42,4.58,11143.002008974034
1497,1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,4841.99546639433
1498,0.56,Ideal,G,VS1,60.7,57.0,5.27,5.34,3.22,1940.0927621815076
1499,0.96,Premium,E,SI2,62.8,60.0,6.3,6.24,3.94,3640.7101358602995
1500,0.34,Very Good,E,SI1,63.4,55.0,4.46,4.44,2.82,600.4067951162192
1501,0.8,Ideal,E,SI1,61.1,56.0,5.98,6.01,3.66,3133.269773788521
1502,0.3,Ideal,D,VS1,61.0,57.0,4.31,4.32,2.63,621.5388042704293
1503,0.54,Ideal,E,VS2,61.8,57.0,5.23,5.26,3.24,1755.5276058931547
1504,0.71,Good,G,VS2,63.5,59.0,5.63,5.67,3.59,2576.6961095097936
1505,1.01,Very Good,F,VS2,61.5,57.0,6.4,6.48,3.96,5030.859379832088
1506,1.02,Ideal,I,SI2,62.8,58.0,6.37,6.41,4.01,4171.297170744102
1507,2.01,Very Good,I,VS2,62.1,60.0,7.96,8.01,4.96,17129.692245898852
1508,0.33,Ideal,G,VS1,62.4,56.0,4.43,4.45,2.77,739.5330380508285
1509,0.44,Ideal,G,SI1,62.7,57.0,4.82,4.85,3.03,1026.0869575088059
1510,0.31,Very Good,E,VVS1,62.3,59.0,4.32,4.38,2.71,768.7959934441003
1511,0.26,Very Good,G,VVS2,62.6,56.0,4.1,4.13,2.57,549.6765939913947
1512,1.58,Ideal,E,SI1,61.0,57.0,7.5,7.55,4.59,10250.967960918686
1513,0.32,Ideal,E,SI2,61.6,56.0,4.4,4.43,2.72,499.28632632235605
1514,0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73,491.71028036636113
1515,0.75,Very Good,H,SI2,61.9,56.0,5.79,5.87,3.61,2259.3898557683183
1516,0.39,Very Good,H,VVS2,62.4,57.0,4.67,4.7,2.92,1082.4019004052886
1517,0.41,Ideal,E,VVS2,62.8,54.0,4.77,4.72,2.98,1242.270541663397
1518,0.54,Ideal,I,IF,61.6,53.0,5.26,5.3,3.25,2251.169127145359
1519,0.55,Ideal,D,VVS2,61.5,56.0,5.26,5.28,3.24,2029.664172669912
1520,0.35,Ideal,H,VVS1,62.6,57.0,4.47,4.45,2.79,1002.8737216111156
1521,1.82,Very Good,G,SI2,61.3,58.0,7.83,7.94,4.83,10688.254949860439
1522,0.72,Ideal,J,VS1,61.1,56.0,5.84,5.82,3.56,3068.126065031965
1523,1.52,Good,I,SI1,64.0,58.0,7.2,7.27,4.63,8787.997574556162
1524,0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,1174.4744375247926
1525,0.3,Premium,F,IF,61.6,58.0,4.34,4.3,2.66,807.1059240064058
1526,1.2,Ideal,H,SI1,60.8,57.0,6.9,6.88,4.19,6132.971104799264
1527,0.56,Fair,F,VS2,57.0,67.0,5.49,5.36,3.09,1622.8901215432882
1528,0.54,Ideal,H,VVS2,61.8,56.0,5.25,5.27,3.25,1968.3694660549
1529,1.55,Ideal,G,VS1,62.0,57.0,7.37,7.42,4.58,12658.611207500497
1530,1.33,Good,D,SI2,59.0,64.0,7.22,7.12,4.23,5869.336002238983
1531,0.37,Premium,H,VS2,61.4,58.0,4.64,4.61,2.84,858.6911307806619
1532,0.37,Premium,D,VS2,60.5,59.0,4.66,4.69,2.83,858.6911307806619
1533,1.01,Ideal,F,SI2,61.3,57.0,6.4,6.35,3.91,4096.715137113585
1534,1.19,Very Good,D,SI2,63.5,57.0,6.67,6.75,4.26,5261.650101526775
1535,0.9,Very Good,I,SI1,60.5,58.0,6.22,6.27,3.78,3697.093620077027
1536,0.32,Ideal,E,IF,62.6,55.0,4.38,4.41,2.75,901.8383525732371
1537,0.67,Good,J,VS1,64.2,55.6,5.54,5.57,3.57,2427.8595322638093
1538,0.4,Good,D,VS2,63.5,55.0,4.66,4.69,2.97,919.2068360911763
1539,0.35,Very Good,G,IF,62.6,59.0,4.43,4.49,2.79,1058.7014598546907
1540,0.25,Ideal,E,VVS2,62.1,57.0,4.04,4.07,2.52,543.4656367823274
1541,2.38,Premium,H,VS1,60.9,59.0,8.62,8.59,5.24,26740.342724064987
1542,2.03,Premium,J,SI1,62.1,59.0,8.12,8.06,5.02,15928.333504749273
1543,1.08,Ideal,E,VVS1,61.0,56.0,6.66,6.62,4.05,7968.558109151729
1544,0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,2507.34441602936
1545,1.01,Premium,F,SI2,61.3,60.0,6.43,6.4,3.93,3995.438704074562
1546,0.61,Very Good,I,VS2,62.7,57.0,5.39,5.42,3.39,2033.548534702469
1547,0.3,Ideal,I,SI1,61.5,57.0,4.3,4.35,2.66,501.8778975596564
1548,0.48,Ideal,F,VVS1,62.0,55.0,4.99,5.04,3.11,1750.6969935267127
1549,0.43,Ideal,D,SI1,61.5,56.0,4.87,4.82,2.98,982.9714537771094
1550,0.7,Premium,D,VS1,61.0,59.0,5.79,5.72,3.51,2816.3037533382594
1551,2.17,Ideal,I,SI1,60.4,56.0,8.36,8.43,5.07,18538.729831295048
1552,0.7,Good,G,VS2,62.1,61.0,5.68,5.69,3.53,2511.869483267648
1553,1.73,Ideal,F,VS1,62.1,57.0,7.73,7.64,4.77,15466.945037059899
1554,1.5,Very Good,J,VS1,61.3,59.0,7.36,7.41,4.53,11134.037640805414
1555,0.75,Premium,I,SI1,62.5,58.0,5.77,5.82,3.62,2702.925043559264
1556,0.71,Good,F,VS2,63.8,58.0,5.61,5.64,3.59,2576.6961095097936
1557,1.0,Very Good,G,VS1,59.4,59.0,6.52,6.54,3.88,5215.5305953806055
1558,1.02,Good,H,SI2,57.9,61.0,6.75,6.68,3.89,3869.5213585215133
1559,0.7,Premium,E,SI1,60.7,58.0,5.74,5.73,3.48,2376.208241273089
1560,0.5,Ideal,E,VVS1,61.9,58.0,5.07,5.11,3.15,1881.4097759677702
1561,2.15,Premium,H,SI2,62.8,58.0,8.22,8.17,5.15,14869.527858748177
1562,0.34,Ideal,G,VVS2,61.1,57.0,4.48,4.52,2.75,908.5325357624553
1563,0.84,Very Good,I,VVS2,61.7,56.0,6.03,6.07,3.74,5094.576177760358
1564,1.01,Very Good,D,SI2,64.0,56.0,6.3,6.38,4.06,3896.6659637614953
1565,0.51,Premium,E,SI2,61.8,58.0,5.11,5.08,3.15,1143.277449099936
1566,0.56,Ideal,D,SI1,62.3,56.0,5.26,5.33,3.3,1609.7321277081226
1567,0.35,Ideal,F,VS2,61.4,55.0,4.55,4.6,2.81,805.5766783186243
1568,1.05,Premium,D,SI1,61.6,61.0,6.55,6.5,4.02,5066.346295051406
1569,0.46,Ideal,E,VS2,62.1,57.0,4.93,4.89,3.05,1316.1835807821938
1570,1.54,Premium,G,VS1,61.1,56.0,7.54,7.48,4.59,12088.663637731514
1571,0.3,Ideal,F,VVS1,61.6,55.0,4.33,4.37,2.68,764.1109069147651
1572,0.7,Ideal,G,SI2,61.8,53.0,5.73,5.69,3.53,2093.461132693876
1573,0.31,Good,H,VS1,64.0,59.0,4.25,4.28,2.73,595.3812994925435
1574,0.4,Very Good,E,VVS2,63.6,55.0,4.67,4.7,2.98,1129.1818316962642
1575,1.01,Ideal,D,SI1,60.8,56.0,6.54,6.48,3.96,4841.99546639433
1576,0.51,Very Good,G,VVS2,63.5,56.0,5.11,5.07,3.23,1694.693088523561
1577,0.9,Fair,D,VS2,57.5,66.0,6.3,6.25,3.61,3805.7227167601463
1578,0.32,Premium,E,SI1,60.1,60.0,4.47,4.42,2.67,550.9457219942233
1579,0.3,Premium,F,SI1,62.1,60.0,4.28,4.26,2.65,488.39538230713237
1580,0.47,Ideal,J,SI1,61.9,55.0,5.0,5.05,3.11,1160.5731750426307
1581,0.31,Very Good,D,SI1,62.1,58.0,4.3,4.33,2.68,505.2843058281602
1582,0.58,Ideal,G,IF,61.3,56.0,5.36,5.39,3.29,2945.7892737851985
1583,0.4,Ideal,F,VVS1,61.3,56.0,4.76,4.73,2.91,1269.2300183443683
1584,0.23,Very Good,E,VVS1,61.3,58.0,3.94,3.96,2.42,454.09349635667223
1585,1.14,Ideal,I,SI1,62.2,56.0,6.65,6.7,4.15,5572.817466182101
1586,0.58,Premium,F,VS2,62.2,55.0,5.4,5.31,3.33,1925.456159627509
1587,1.37,Premium,J,SI2,60.7,60.0,7.19,7.07,4.33,6514.7420857692705
1588,2.25,Ideal,I,SI2,60.5,56.0,8.49,8.54,5.15,16570.054176465608
1589,1.09,Ideal,F,SI1,62.0,56.0,6.56,6.61,4.08,5125.11274570602
1590,1.01,Very Good,F,SI1,63.3,59.0,6.42,6.38,4.05,4585.337812799071
1591,1.59,Premium,D,SI2,59.4,61.0,7.62,7.56,4.51,8557.233515678785
1592,0.51,Very Good,G,VVS2,61.5,56.0,5.12,5.15,3.16,1694.693088523561
1593,0.51,Premium,H,SI2,62.9,56.0,5.08,5.06,3.19,1143.277449099936
1594,0.32,Ideal,E,VS2,62.1,55.0,4.36,4.4,2.72,685.7977066474447
1595,0.7,Good,D,VS2,64.1,59.0,5.56,5.49,3.54,2511.869483267648
1596,1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,5817.355113910722
1597,0.44,Good,J,VS1,63.1,57.0,4.83,4.87,3.06,1127.6361736436504
1598,0.42,Very Good,D,VS1,60.7,60.0,4.81,4.88,2.94,1072.0243310054043
1599,1.01,Premium,F,VS2,62.8,59.0,6.41,6.33,4.0,5215.126680044619
1600,0.51,Premium,F,VS1,60.9,57.0,5.27,5.17,3.18,1580.7564740891207
1601,1.0,Fair,E,SI1,66.3,62.0,6.27,6.06,4.09,4262.350035892907
1602,0.52,Very Good,G,SI1,60.6,61.0,5.17,5.19,3.14,1327.4036103958908
1603,0.9,Ideal,G,SI1,61.9,55.0,6.18,6.23,3.84,3904.033089400822
1604,0.42,Ideal,G,VS1,61.0,56.0,4.82,4.86,2.95,1148.066953313527
1605,0.3,Very Good,D,SI1,60.6,60.0,4.3,4.32,2.61,475.2750631553301
1606,0.93,Premium,F,SI2,59.5,60.0,6.39,6.36,3.79,3435.0803607090597
1607,1.23,Ideal,H,SI2,61.4,54.0,6.95,6.94,4.26,5877.021721367848
1608,0.56,Ideal,E,VS2,60.9,56.0,5.35,5.32,3.25,1874.04429926562
1609,0.32,Good,H,SI1,63.5,57.0,4.34,4.39,2.77,521.7419696886301
1610,0.24,Ideal,F,VVS1,60.8,55.0,4.03,4.06,2.46,515.4818013538232
1611,1.1,Premium,D,SI2,62.4,58.0,6.57,6.6,4.11,4671.428573207687
1612,0.53,Very Good,E,VS1,63.0,56.0,5.13,5.16,3.24,1638.5151373647561
1613,2.01,Very Good,E,SI2,62.0,61.0,8.04,8.1,5.0,12819.674432357648
1614,1.3,Premium,H,SI2,61.3,58.0,6.99,6.95,4.27,5918.16997613899
1615,2.0,Very Good,H,SI1,60.9,58.0,8.07,8.15,4.94,15075.438600644564
1616,1.02,Good,D,SI2,58.9,65.0,6.59,6.54,3.87,3869.5213585215133
1617,1.0,Premium,E,SI2,58.5,59.0,6.62,6.51,3.84,3923.2966093183063
1618,2.0,Premium,H,SI2,62.1,60.0,8.1,8.01,5.3,13025.121497110911
1619,0.3,Premium,D,VS2,60.9,58.0,4.35,4.32,2.64,589.1469953649676
1620,0.71,Very Good,E,VVS2,61.7,60.0,5.7,5.74,3.53,2945.918755439307
1621,1.0,Ideal,G,VS1,62.5,54.0,6.4,6.44,4.01,5585.487332117196
1622,1.2,Good,F,VS1,64.0,56.0,6.63,6.58,4.23,7161.980148912475
1623,0.43,Premium,G,VS2,61.2,58.0,4.9,4.84,2.98,1124.8109141253717
1624,1.09,Fair,I,SI1,56.4,62.0,6.97,6.9,3.9,4596.183297514594
1625,0.72,Ideal,G,VS1,62.7,55.0,5.71,5.68,3.57,3068.126065031965
1626,1.07,Premium,E,SI2,61.3,59.0,6.64,6.58,4.05,4440.776527744308
1627,1.07,Premium,F,SI2,58.2,58.0,6.79,6.72,3.93,4440.776527744308
1628,0.73,Ideal,D,VS2,62.3,54.0,5.77,5.8,3.6,3017.1955543452736
1629,1.0,Very Good,H,SI2,61.6,58.0,6.43,6.47,3.97,3826.3073208158594
1630,0.74,Premium,D,VS1,62.3,58.0,5.79,5.77,3.6,3116.6853238553963
1631,0.9,Good,E,SI2,61.9,62.0,6.14,6.18,3.81,3076.926505096658
1632,0.53,Ideal,F,IF,61.9,54.0,5.22,5.25,3.24,2178.793170726857
1633,0.98,Fair,G,I1,58.7,57.0,6.54,6.43,3.8,2063.3095743132444
1634,0.37,Ideal,H,SI1,59.7,56.0,4.71,4.67,2.8,742.4549889877097
1635,0.36,Premium,G,VS1,59.7,59.0,4.61,4.64,2.76,837.5151172110918
1636,1.86,Premium,H,SI2,62.3,57.0,7.85,7.82,4.88,11404.271332508122
1637,0.4,Premium,G,SI1,61.6,59.0,4.72,4.66,2.89,835.7304419782422
1638,0.56,Ideal,F,SI1,61.5,55.0,5.32,5.35,3.28,1609.7321277081226
1639,2.01,Premium,H,SI1,58.2,62.0,8.26,8.21,4.79,15636.55600823533
1640,0.78,Very Good,H,VS1,61.9,57.1,5.87,5.95,3.66,3315.1832020357565
1641,0.32,Premium,D,SI1,60.4,58.0,4.44,4.47,2.69,550.9457219942233
1642,0.43,Very Good,F,VS2,61.2,59.0,4.84,4.87,2.97,1085.0677049740843
1643,1.02,Premium,H,VS2,61.0,58.0,6.56,6.49,3.98,5308.2470092870335
1644,0.52,Very Good,G,VS1,59.5,58.0,5.21,5.28,3.12,1582.5722784862655
1645,0.32,Good,H,SI1,63.4,55.0,4.36,4.38,2.77,521.7419696886301
1646,1.15,Premium,G,SI1,62.6,58.0,6.71,6.65,4.18,5512.274566338944
1647,1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,7122.601810567424
1648,1.02,Very Good,J,SI2,63.4,56.0,6.42,6.36,4.05,3967.6060370224623
1649,1.02,Premium,F,VS1,61.9,58.0,6.45,6.5,4.01,5702.620044874138
1650,0.71,Ideal,E,VVS2,62.0,53.9,5.73,5.77,3.57,3109.93629817551
1651,0.32,Ideal,E,VS2,62.1,55.0,4.39,4.43,2.74,685.7977066474447
1652,0.7,Ideal,I,SI1,62.5,55.0,5.7,5.73,3.57,2441.805224817028
1653,0.7,Ideal,J,SI2,61.4,55.0,5.72,5.75,3.52,2093.461132693876
1654,2.04,Ideal,I,SI1,60.2,56.0,8.19,8.26,4.95,16518.928090734174
1655,0.52,Very Good,G,SI1,61.7,57.0,5.13,5.16,3.17,1327.4036103958908
1656,0.41,Very Good,E,SI1,61.4,56.0,4.77,4.81,2.94,851.6557451106495
1657,2.5,Premium,H,I1,59.9,60.0,8.75,8.67,5.22,10684.035695892591
1658,0.31,Premium,E,VS1,60.2,58.0,4.43,4.38,2.65,637.6138813259893
1659,1.27,Very Good,I,VS2,63.3,63.0,6.87,6.82,4.33,7508.775969237696
1660,0.63,Premium,H,VS1,61.7,59.0,5.53,5.49,3.4,2323.966740651748
1661,0.4,Premium,E,SI1,61.0,59.0,4.71,4.74,2.88,835.7304419782422
1662,0.91,Very Good,G,SI1,60.2,58.0,6.29,6.31,3.79,3774.1683682745233
1663,0.31,Very Good,E,SI1,62.8,57.0,4.32,4.34,2.72,505.2843058281602
1664,1.2,Premium,G,VS1,62.5,59.0,6.72,6.64,4.19,7670.005699910233
1665,1.5,Ideal,G,VS1,61.3,53.9,7.37,7.42,4.53,11923.815815233733
1666,0.77,Good,D,SI2,63.8,58.0,5.78,5.81,3.7,2312.328805347183
1667,0.27,Very Good,F,VS1,60.5,57.0,4.21,4.23,2.55,478.91240733952355
1668,2.0,Ideal,H,SI1,63.9,54.0,7.92,8.0,5.1,15919.264476976025
1669,0.34,Ideal,E,VS1,62.8,56.0,4.46,4.49,2.81,780.9123243429782
1670,0.3,Ideal,E,VS2,62.3,57.0,4.32,4.29,2.68,610.7259181826931
1671,0.32,Ideal,E,VS2,62.0,55.0,4.38,4.46,2.74,685.7977066474447
1672,0.71,Very Good,D,SI1,63.2,58.0,5.65,5.68,3.58,2374.4386462822267
1673,0.35,Ideal,H,VVS2,59.2,56.0,4.6,4.65,2.74,953.6285877459737
1674,1.53,Premium,H,VS2,59.8,58.0,7.49,7.52,4.49,10876.653060792847
1675,1.06,Ideal,I,SI2,61.3,56.0,6.59,6.55,4.03,4475.717963792734
1676,0.24,Good,F,VS1,58.3,61.0,4.09,4.14,2.4,373.32416459137943
1677,0.41,Very Good,E,SI1,63.1,57.0,4.73,4.71,2.98,851.6557451106495
1678,0.9,Very Good,D,SI1,59.4,62.0,6.19,6.24,3.69,3697.093620077027
1679,1.38,Premium,H,SI2,60.2,60.0,7.31,7.24,4.37,6602.085268898667
1680,0.31,Very Good,G,VS2,62.6,57.0,4.3,4.32,2.7,602.8120679661654
1681,1.02,Premium,I,SI2,61.2,59.0,6.51,6.46,3.97,4068.17696724946
1682,0.83,Ideal,I,SI1,61.9,57.0,5.96,6.02,3.71,3356.2317335918274
1683,1.02,Premium,F,SI2,62.0,59.0,6.42,6.33,3.95,4068.17696724946
1684,0.9,Premium,I,VS2,58.4,62.0,6.35,6.29,3.69,4239.407800264553
1685,0.4,Very Good,D,VS2,59.6,58.0,4.8,4.83,2.87,952.8749928085834
1686,1.51,Fair,I,VS2,58.8,62.0,7.57,7.51,4.43,9535.905845675268
1687,0.41,Ideal,I,IF,61.8,55.0,4.77,4.81,2.96,1390.9126504921967
1688,1.72,Premium,H,VS2,61.9,56.0,7.74,7.67,4.77,13421.98833349849
1689,0.27,Very Good,J,VVS2,60.8,57.0,4.16,4.2,2.54,585.4619617766446
1690,0.7,Premium,G,SI1,62.2,58.0,5.69,5.76,3.56,2376.208241273089
1691,0.32,Ideal,F,VVS2,61.2,55.0,4.43,4.46,2.72,820.9938854398632
1692,2.05,Ideal,H,SI1,62.4,57.0,8.14,8.08,5.06,16670.452079283492
1693,0.77,Premium,J,VS2,62.3,58.0,5.86,5.8,3.63,3203.3072801077974
1694,1.28,Good,H,SI2,56.8,62.0,7.22,7.16,4.08,5471.603633492699
1695,1.21,Ideal,G,VS2,59.8,57.0,6.98,6.9,4.15,7397.0404058506965
1696,0.24,Very Good,E,VVS1,62.5,59.0,3.96,4.01,2.49,489.4956387129314
1697,1.7,Ideal,I,SI1,62.9,57.0,7.57,7.5,4.74,11752.463085610618
1698,0.32,Ideal,I,VS2,62.5,55.0,4.37,4.4,2.74,685.7977066474447
1699,1.5,Premium,H,SI2,62.2,60.0,7.29,7.24,4.52,7691.182362855088
1700,1.35,Ideal,G,VVS2,61.5,55.0,7.11,7.16,4.39,11884.864064966981
1701,1.23,Ideal,G,VVS2,61.0,55.0,6.93,6.95,4.23,10172.563289594265
1702,0.3,Ideal,F,SI1,62.5,57.0,4.27,4.31,2.68,501.8778975596564
1703,0.32,Ideal,H,VS2,62.1,56.0,4.42,4.37,2.73,685.7977066474447
1704,1.1,Very Good,G,SI2,63.4,56.0,6.56,6.54,4.15,4555.944433535632
1705,0.33,Ideal,G,VVS2,60.4,57.0,4.48,4.52,2.72,864.3180689825012
1706,1.24,Premium,H,SI1,60.2,60.0,6.94,6.91,4.17,6345.0518977345555
1707,2.01,Ideal,I,SI2,62.1,55.0,8.12,8.08,5.03,13477.817905954384
1708,2.0,Fair,H,VS1,66.0,56.0,7.79,7.72,5.12,17568.933167618135
1709,1.6,Ideal,G,VS2,62.2,55.0,7.5,7.46,4.65,12218.520808117524
1710,1.3,Premium,I,VS2,62.7,58.0,6.97,6.9,4.35,8117.200228531729
1711,0.52,Ideal,G,SI2,63.0,55.0,5.14,5.12,3.23,1214.690978133072
1712,0.4,Premium,H,VS1,61.8,59.2,4.72,4.74,2.92,1014.9443736951426
1713,1.02,Premium,G,VS1,62.0,59.0,6.45,6.39,3.98,5702.620044874138
1714,0.53,Very Good,E,VS2,60.1,60.0,5.21,5.28,3.15,1579.718274230938
1715,0.41,Very Good,G,SI1,62.8,58.0,4.72,4.74,2.97,851.6557451106495
1716,0.9,Ideal,E,SI2,62.0,55.0,6.15,6.23,3.84,3316.8895158137143
1717,1.11,Very Good,E,VVS1,60.2,59.0,6.67,6.79,4.05,7941.5395233051895
1718,1.04,Premium,D,VS1,60.5,59.0,6.62,6.58,3.99,5908.188024898438
1719,0.5,Good,J,VS2,57.7,60.0,5.28,5.26,3.04,1372.4562665661015
1720,2.01,Very Good,G,SI1,62.1,60.0,7.94,8.03,4.96,15216.493467320344
1721,0.23,Very Good,D,VVS2,62.6,58.0,3.89,3.94,2.45,447.84122986831267
1722,0.39,Ideal,E,SI1,61.1,55.0,4.74,4.75,2.9,819.1460917848954
1723,0.27,Very Good,E,VVS1,62.6,58.0,4.11,4.16,2.59,602.529899477404
1724,2.03,Very Good,E,SI2,63.7,58.0,7.91,7.94,5.05,13054.226684380686
1725,0.2,Premium,F,VS2,62.6,59.0,3.73,3.71,2.33,284.3808687467663
1726,1.0,Good,J,VS2,64.3,59.0,6.27,6.21,4.01,4767.127322427091
1727,0.51,Very Good,E,VS1,59.6,56.0,5.19,5.24,3.11,1527.5086642004837
1728,1.32,Very Good,F,VVS2,61.6,61.0,6.97,7.02,4.31,10843.088048962989
1729,2.08,Premium,G,SI2,62.2,60.0,8.16,8.09,5.06,13995.014448765169
1730,0.57,Very Good,I,SI1,62.5,58.0,5.22,5.27,3.28,1575.6290318472263
1731,1.16,Very Good,G,VS1,62.9,55.0,6.65,6.74,4.21,6967.276810174553
1732,2.03,Ideal,J,VS2,60.5,57.0,8.26,8.2,4.98,18737.827705352393
1733,0.41,Very Good,F,SI1,63.4,57.0,4.74,4.73,3.0,851.6557451106495
1734,0.3,Ideal,D,SI1,62.1,56.0,4.33,4.3,2.68,501.8778975596564
1735,0.4,Ideal,G,VS2,61.0,57.0,4.74,4.77,2.9,1023.9560054703355
1736,0.59,Very Good,I,SI1,62.8,59.0,5.34,5.36,3.36,1680.4299236847737
