,carat,cut,color,clarity,depth,table,x,y,z,group,price_predicted
1421,0.54,Ideal,G,SI2,62.3,58.0,5.17,5.2,3.23,1.0,1245.5818949188067
1422,0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,1.0,471.71615500117446
1423,0.96,Premium,D,SI2,59.1,58.0,6.53,6.44,3.83,0.0,4050.924461507226
1424,0.38,Ideal,E,VS2,61.9,57.0,4.61,4.66,2.87,1.0,1006.7024316982782
1425,0.32,Ideal,G,VVS2,61.2,56.0,4.42,4.41,2.7,1.0,738.3785818310096
1426,0.71,Ideal,D,VVS2,61.6,56.0,5.69,5.77,3.53,1.0,4546.049142446019
1427,1.05,Premium,F,VS1,62.3,55.0,6.57,6.49,4.07,0.0,6608.81953685348
1428,1.16,Premium,G,VVS2,60.0,59.0,6.89,6.82,4.11,1.0,8394.246617329625
1429,0.9,Very Good,D,SI1,63.0,58.0,6.11,6.14,3.86,1.0,4266.061166002915
1430,0.41,Good,F,VS2,59.7,63.0,4.8,4.85,2.88,1.0,975.4989913585932
1431,0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,1.0,1770.3989608867098
1432,0.74,Very Good,H,VS1,62.3,56.0,5.75,5.78,3.59,1.0,2774.518524619786
1433,0.73,Premium,I,VS1,61.2,59.0,5.82,5.84,3.57,1.0,2557.7294372657184
1434,1.16,Ideal,H,SI2,61.1,56.0,6.78,6.79,4.15,0.0,4866.1114886715695
1435,1.57,Fair,H,VS1,67.3,66.0,7.85,5.75,3.87,0.0,10829.813652210043
1436,0.3,Very Good,D,VS2,62.9,58.0,4.23,4.26,2.67,1.0,664.5471024844844
1437,0.58,Ideal,F,SI2,60.9,56.0,5.42,5.39,3.29,1.0,1491.8806443315239
1438,0.32,Very Good,D,VS2,62.0,57.0,4.38,4.42,2.73,1.0,750.592002266154
1439,1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59,0.0,8718.931752131033
1440,0.7,Premium,G,SI1,62.0,61.0,5.67,5.62,3.5,1.0,2259.3867797100925
1441,0.88,Ideal,E,SI2,62.2,57.0,6.08,6.2,3.82,1.0,3380.562015891223
1442,0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,1.0,2322.795140285145
1443,0.25,Ideal,F,VVS1,62.3,56.0,4.01,4.03,2.5,1.0,566.7223763465746
1444,0.7,Very Good,F,VS2,62.4,59.0,5.64,5.71,3.54,1.0,2754.414893623329
1445,1.07,Ideal,G,SI2,61.7,57.0,6.55,6.59,4.05,0.0,4400.7566874665235
1446,0.39,Fair,G,IF,57.1,61.0,4.83,4.88,2.77,1.0,1189.7111604611223
1447,1.55,Ideal,F,VS2,61.8,54.0,7.44,7.48,4.61,0.0,13073.380056955632
1448,1.18,Ideal,I,VS2,62.3,56.0,6.76,6.73,4.21,0.0,5995.954641707144
1449,1.21,Premium,H,SI1,61.8,58.0,6.83,6.79,4.21,0.0,5950.74509110775
1450,0.27,Ideal,I,VS1,62.1,54.0,4.16,4.18,2.59,1.0,401.22780595484244
1451,0.35,Ideal,H,VVS2,62.5,57.0,4.54,4.48,2.82,1.0,792.1255796179207
1452,0.7,Ideal,H,VS2,62.4,56.0,5.63,5.72,3.54,1.0,2445.5113029197055
1453,0.91,Premium,I,VS2,62.4,61.0,6.18,6.16,3.85,1.0,3568.2158508992716
1454,0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76,1.0,842.6881235164217
1455,2.14,Premium,I,SI1,61.3,61.0,8.32,8.28,5.09,0.0,16364.031493325838
1456,1.2,Premium,I,VS2,62.6,58.0,6.77,6.72,4.22,0.0,6013.16921235155
1457,0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67,1.0,612.372432203711
1458,0.5,Ideal,I,SI1,59.8,59.0,5.18,5.15,3.09,1.0,1085.6385531788583
1459,0.55,Ideal,G,VS2,62.2,54.0,5.27,5.28,3.28,1.0,1694.8619632426796
1460,2.01,Very Good,H,VS2,63.5,59.0,7.92,7.86,5.01,0.0,16887.01960400502
1461,0.3,Ideal,H,VVS2,61.3,57.0,4.33,4.31,2.65,1.0,590.7229232803052
1462,1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,0.0,13747.960540828872
1463,0.26,Very Good,F,VS2,62.4,58.0,4.06,4.08,2.54,1.0,425.17604854597977
1464,0.42,Ideal,D,VS1,61.1,57.0,4.84,4.81,2.95,1.0,1430.914496380084
1465,0.5,Premium,F,VVS2,61.9,58.0,5.07,5.1,3.15,1.0,1870.480277364522
1466,1.09,Ideal,G,VS2,62.4,55.0,6.61,6.56,4.11,1.0,6159.79357686578
1467,0.41,Premium,G,SI1,61.3,58.0,4.76,4.8,2.93,1.0,824.3190175894498
1468,1.06,Premium,F,SI1,58.4,61.0,6.73,6.69,3.92,0.0,5261.525244044358
1469,1.49,Fair,F,SI1,59.6,63.0,7.2,7.34,4.33,0.0,9200.140050552638
1470,0.37,Very Good,F,VS2,59.2,61.0,4.63,4.69,2.76,1.0,827.2655314318318
1471,0.4,Very Good,D,VS2,63.5,55.0,4.69,4.66,2.97,1.0,1143.4877246833717
1472,0.9,Very Good,E,SI1,62.2,60.0,6.14,6.17,3.83,1.0,4004.8346365882207
1473,0.35,Very Good,H,SI1,61.3,55.0,4.55,4.58,2.8,1.0,558.6093723380744
1474,1.51,Very Good,E,VS2,62.4,59.0,7.26,7.36,4.56,0.0,12831.302625438171
1475,1.08,Premium,G,SI1,59.4,60.0,6.7,6.63,3.96,0.0,5116.474321153308
1476,0.38,Ideal,F,VS1,62.4,54.0,4.64,4.68,2.91,1.0,994.8771689510062
1477,1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,1.0,4897.665969223539
1478,0.51,Ideal,E,VS2,61.5,55.0,5.23,5.14,3.19,1.0,1753.797764433736
1479,1.0,Fair,F,SI1,64.8,58.0,6.26,6.21,4.04,0.0,4338.613613745507
1480,0.32,Ideal,F,VS2,60.3,55.0,4.45,4.4,2.67,1.0,666.4142100278788
1481,1.02,Premium,F,VS2,62.4,59.0,6.4,6.45,4.01,1.0,5767.838652091655
1482,0.42,Premium,H,VS2,62.1,57.0,4.8,4.76,2.97,1.0,906.3812645529038
1483,1.02,Premium,G,SI2,62.3,58.1,6.41,6.38,4.0,0.0,3916.552787406269
1484,0.31,Very Good,F,VS2,63.4,56.0,4.32,4.29,2.73,1.0,592.4896841906117
1485,0.9,Good,E,SI1,63.9,57.0,6.12,6.08,3.9,1.0,3895.5094557851194
1486,1.05,Ideal,F,VS2,59.1,57.0,6.67,6.66,3.94,1.0,6270.307246627514
1487,0.9,Good,F,SI1,58.0,58.0,6.24,6.28,3.63,1.0,3656.973162975628
1488,0.33,Ideal,D,VVS2,60.9,57.0,4.46,4.48,2.72,1.0,1057.7169450934311
1489,0.4,Very Good,E,VS1,60.1,58.0,4.72,4.76,2.85,1.0,1123.2609624012448
1490,1.37,Ideal,G,SI2,62.8,57.0,7.12,7.06,4.45,0.0,6944.469660396677
1491,0.72,Ideal,F,IF,62.0,57.0,5.71,5.78,3.56,1.0,4740.515137818603
1492,1.08,Ideal,I,VS2,61.6,56.0,6.63,6.59,4.07,1.0,5073.458759197344
1493,0.35,Premium,E,IF,59.0,61.0,4.64,4.62,2.73,1.0,1381.9662462709066
1494,2.02,Premium,H,SI2,61.5,58.0,8.14,8.1,4.99,0.0,13168.50336286306
1495,1.88,Good,J,SI2,57.9,59.0,8.16,8.11,4.71,0.0,9891.740752814669
1496,1.52,Ideal,H,VS2,61.8,55.1,7.38,7.42,4.58,0.0,10559.99955703979
1497,1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,0.0,4635.912825840394
1498,0.56,Ideal,G,VS1,60.7,57.0,5.27,5.34,3.22,1.0,1900.8452633905522
1499,0.96,Premium,E,SI2,62.8,60.0,6.3,6.24,3.94,0.0,3858.977973839575
1500,0.34,Very Good,E,SI1,63.4,55.0,4.46,4.44,2.82,1.0,639.3020567350942
1501,0.8,Ideal,E,SI1,61.1,56.0,5.98,6.01,3.66,1.0,3390.0528708691586
1502,0.3,Ideal,D,VS1,61.0,57.0,4.31,4.32,2.63,1.0,756.5942051302931
1503,0.54,Ideal,E,VS2,61.8,57.0,5.23,5.26,3.24,1.0,1953.4889256885824
1504,0.71,Good,G,VS2,63.5,59.0,5.63,5.67,3.59,1.0,2516.3467627495447
1505,1.01,Very Good,F,VS2,61.5,57.0,6.4,6.48,3.96,1.0,5500.66766120457
1506,1.02,Ideal,I,SI2,62.8,58.0,6.37,6.41,4.01,0.0,3655.9759001517236
1507,2.01,Very Good,I,VS2,62.1,60.0,7.96,8.01,4.96,0.0,15459.58115514191
1508,0.33,Ideal,G,VS1,62.4,56.0,4.43,4.45,2.77,1.0,698.1824362366917
1509,0.44,Ideal,G,SI1,62.7,57.0,4.82,4.85,3.03,1.0,968.1087149210313
1510,0.31,Very Good,E,VVS1,62.3,59.0,4.32,4.38,2.71,1.0,901.5218672756093
1511,0.26,Very Good,G,VVS2,62.6,56.0,4.1,4.13,2.57,1.0,477.70835729617295
1512,1.58,Ideal,E,SI1,61.0,57.0,7.5,7.55,4.59,0.0,12227.251980248928
1513,0.32,Ideal,E,SI2,61.6,56.0,4.4,4.43,2.72,1.0,522.5305354698493
1514,0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73,1.0,460.45030172252035
1515,0.75,Very Good,H,SI2,61.9,56.0,5.79,5.87,3.61,1.0,2056.2981199038277
1516,0.39,Very Good,H,VVS2,62.4,57.0,4.67,4.7,2.92,1.0,934.8454787313534
1517,0.41,Ideal,E,VVS2,62.8,54.0,4.77,4.72,2.98,1.0,1446.1976136340518
1518,0.54,Ideal,I,IF,61.6,53.0,5.26,5.3,3.25,1.0,1798.5149605906659
1519,0.55,Ideal,D,VVS2,61.5,56.0,5.26,5.28,3.24,1.0,2796.290828317659
1520,0.35,Ideal,H,VVS1,62.6,57.0,4.47,4.45,2.79,1.0,859.2522641806281
1521,1.82,Very Good,G,SI2,61.3,58.0,7.83,7.94,4.83,0.0,11086.178871427206
1522,0.72,Ideal,J,VS1,61.1,56.0,5.84,5.82,3.56,1.0,2357.041423378367
1523,1.52,Good,I,SI1,64.0,58.0,7.2,7.27,4.63,0.0,8124.669620324469
1524,0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,1.0,1275.123692827613
1525,0.3,Premium,F,IF,61.6,58.0,4.34,4.3,2.66,1.0,896.8448965756115
1526,1.2,Ideal,H,SI1,60.8,57.0,6.9,6.88,4.19,0.0,6022.796114625637
1527,0.56,Fair,F,VS2,57.0,67.0,5.49,5.36,3.09,1.0,1706.6752842199862
1528,0.54,Ideal,H,VVS2,61.8,56.0,5.25,5.27,3.25,1.0,1808.0370922882414
1529,1.55,Ideal,G,VS1,62.0,57.0,7.37,7.42,4.58,0.0,13071.306273412698
1530,1.33,Good,D,SI2,59.0,64.0,7.22,7.12,4.23,0.0,6987.846025623223
1531,0.37,Premium,H,VS2,61.4,58.0,4.64,4.61,2.84,1.0,713.6081536800863
1532,0.37,Premium,D,VS2,60.5,59.0,4.66,4.69,2.83,1.0,1015.9701308938703
1533,1.01,Ideal,F,SI2,61.3,57.0,6.4,6.35,3.91,0.0,4152.900000683688
1534,1.19,Very Good,D,SI2,63.5,57.0,6.67,6.75,4.26,0.0,5853.967584788575
1535,0.9,Very Good,I,SI1,60.5,58.0,6.22,6.27,3.78,1.0,3110.388444804802
1536,0.32,Ideal,E,IF,62.6,55.0,4.38,4.41,2.75,1.0,1194.2984441697165
1537,0.67,Good,J,VS1,64.2,55.6,5.54,5.57,3.57,1.0,1872.009442962755
1538,0.4,Good,D,VS2,63.5,55.0,4.66,4.69,2.97,1.0,1110.979549067633
1539,0.35,Very Good,G,IF,62.6,59.0,4.43,4.49,2.79,1.0,1015.1789416814623
1540,0.25,Ideal,E,VVS2,62.1,57.0,4.04,4.07,2.52,1.0,564.0871257380721
1541,2.38,Premium,H,VS1,60.9,59.0,8.62,8.59,5.24,0.0,26161.62544247321
1542,2.03,Premium,J,SI1,62.1,59.0,8.12,8.06,5.02,0.0,13907.51573482575
1543,1.08,Ideal,E,VVS1,61.0,56.0,6.66,6.62,4.05,1.0,9903.126724878508
1544,0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,1.0,2707.1207010241797
1545,1.01,Premium,F,SI2,61.3,60.0,6.43,6.4,3.93,0.0,4037.276031921175
1546,0.61,Very Good,I,VS2,62.7,57.0,5.39,5.42,3.39,1.0,1630.0711900155497
1547,0.3,Ideal,I,SI1,61.5,57.0,4.3,4.35,2.66,1.0,414.49239982197923
1548,0.48,Ideal,F,VVS1,62.0,55.0,4.99,5.04,3.11,1.0,1933.1230049526469
1549,0.43,Ideal,D,SI1,61.5,56.0,4.87,4.82,2.98,1.0,1120.5521456989932
1550,0.7,Premium,D,VS1,61.0,59.0,5.79,5.72,3.51,1.0,3648.8080965962413
1551,2.17,Ideal,I,SI1,60.4,56.0,8.36,8.43,5.07,0.0,17270.576151001427
1552,0.7,Good,G,VS2,62.1,61.0,5.68,5.69,3.53,1.0,2449.9015450941597
1553,1.73,Ideal,F,VS1,62.1,57.0,7.73,7.64,4.77,0.0,17556.880663108885
1554,1.5,Very Good,J,VS1,61.3,59.0,7.36,7.41,4.53,0.0,8888.356363142755
1555,0.75,Premium,I,SI1,62.5,58.0,5.77,5.82,3.62,1.0,2267.692120830868
1556,0.71,Good,F,VS2,63.8,58.0,5.61,5.64,3.59,1.0,2748.6900638891275
1557,1.0,Very Good,G,VS1,59.4,59.0,6.52,6.54,3.88,1.0,5353.170053280422
1558,1.02,Good,H,SI2,57.9,61.0,6.75,6.68,3.89,0.0,3526.1118062599867
1559,0.7,Premium,E,SI1,60.7,58.0,5.74,5.73,3.48,1.0,2563.749345562186
1560,0.5,Ideal,E,VVS1,61.9,58.0,5.07,5.11,3.15,1.0,2326.29828418462
1561,2.15,Premium,H,SI2,62.8,58.0,8.22,8.17,5.15,0.0,14775.123378333012
1562,0.34,Ideal,G,VVS2,61.1,57.0,4.48,4.52,2.75,1.0,828.680615338503
1563,0.84,Very Good,I,VVS2,61.7,56.0,6.03,6.07,3.74,1.0,3642.0614844566276
1564,1.01,Very Good,D,SI2,64.0,56.0,6.3,6.38,4.06,0.0,4325.029794559975
1565,0.51,Premium,E,SI2,61.8,58.0,5.11,5.08,3.15,1.0,1200.7594379283787
1566,0.56,Ideal,D,SI1,62.3,56.0,5.26,5.33,3.3,1.0,1843.6143627897172
1567,0.35,Ideal,F,VS2,61.4,55.0,4.55,4.6,2.81,1.0,789.1615648599422
1568,1.05,Premium,D,SI1,61.6,61.0,6.55,6.5,4.02,0.0,5864.583999511403
1569,0.46,Ideal,E,VS2,62.1,57.0,4.93,4.89,3.05,1.0,1443.5700528699701
1570,1.54,Premium,G,VS1,61.1,56.0,7.54,7.48,4.59,0.0,12513.394591639642
1571,0.3,Ideal,F,VVS1,61.6,55.0,4.33,4.37,2.68,1.0,798.5647752077774
1572,0.7,Ideal,G,SI2,61.8,53.0,5.73,5.69,3.53,1.0,2010.9015208592975
1573,0.31,Good,H,VS1,64.0,59.0,4.25,4.28,2.73,1.0,517.5145462414042
1574,0.4,Very Good,E,VVS2,63.6,55.0,4.67,4.7,2.98,1.0,1325.3251221457388
1575,1.01,Ideal,D,SI1,60.8,56.0,6.54,6.48,3.96,0.0,5603.543268559386
1576,0.51,Very Good,G,VVS2,63.5,56.0,5.11,5.07,3.23,1.0,1721.949364642177
1577,0.9,Fair,D,VS2,57.5,66.0,6.3,6.25,3.61,1.0,4984.226624049373
1578,0.32,Premium,E,SI1,60.1,60.0,4.47,4.42,2.67,1.0,586.2708499144477
1579,0.3,Premium,F,SI1,62.1,60.0,4.28,4.26,2.65,1.0,487.3306370907213
1580,0.47,Ideal,J,SI1,61.9,55.0,5.0,5.05,3.11,1.0,906.9654328649004
1581,0.31,Very Good,D,SI1,62.1,58.0,4.3,4.33,2.68,1.0,572.1772107203536
1582,0.58,Ideal,G,IF,61.3,56.0,5.36,5.39,3.29,1.0,2738.164349109875
1583,0.4,Ideal,F,VVS1,61.3,56.0,4.76,4.73,2.91,1.0,1371.891294418723
1584,0.23,Very Good,E,VVS1,61.3,58.0,3.94,3.96,2.42,1.0,514.203702814272
1585,1.14,Ideal,I,SI1,62.2,56.0,6.65,6.7,4.15,0.0,5132.941271319372
1586,0.58,Premium,F,VS2,62.2,55.0,5.4,5.31,3.33,1.0,1988.2843667961363
1587,1.37,Premium,J,SI2,60.7,60.0,7.19,7.07,4.33,0.0,5836.204743441741
1588,2.25,Ideal,I,SI2,60.5,56.0,8.49,8.54,5.15,0.0,15745.409094828656
1589,1.09,Ideal,F,SI1,62.0,56.0,6.56,6.61,4.08,0.0,5701.36034893666
1590,1.01,Very Good,F,SI1,63.3,59.0,6.42,6.38,4.05,0.0,4672.36863073179
1591,1.59,Premium,D,SI2,59.4,61.0,7.62,7.56,4.51,0.0,10280.050336320357
1592,0.51,Very Good,G,VVS2,61.5,56.0,5.12,5.15,3.16,1.0,1721.949364642177
1593,0.51,Premium,H,SI2,62.9,56.0,5.08,5.06,3.19,1.0,1038.0313581489852
1594,0.32,Ideal,E,VS2,62.1,55.0,4.36,4.4,2.72,1.0,727.9466187468659
1595,0.7,Good,D,VS2,64.1,59.0,5.56,5.49,3.54,1.0,3193.1144410361867
1596,1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,0.0,6189.034616240588
1597,0.44,Good,J,VS1,63.1,57.0,4.83,4.87,3.06,1.0,844.1925348412652
1598,0.42,Very Good,D,VS1,60.7,60.0,4.81,4.88,2.94,1.0,1343.9198064205948
1599,1.01,Premium,F,VS2,62.8,59.0,6.41,6.33,4.0,1.0,5661.621722406067
1600,0.51,Premium,F,VS1,60.9,57.0,5.27,5.17,3.18,1.0,1683.3066586441685
1601,1.0,Fair,E,SI1,66.3,62.0,6.27,6.06,4.09,0.0,4621.611809585018
1602,0.52,Very Good,G,SI1,60.6,61.0,5.17,5.19,3.14,1.0,1254.978212290126
1603,0.9,Ideal,G,SI1,61.9,55.0,6.18,6.23,3.84,1.0,3730.26993586358
1604,0.42,Ideal,G,VS1,61.0,56.0,4.82,4.86,2.95,1.0,1102.367319066178
1605,0.3,Very Good,D,SI1,60.6,60.0,4.3,4.32,2.61,1.0,537.8836817095997
1606,0.93,Premium,F,SI2,59.5,60.0,6.39,6.36,3.79,0.0,3466.9006014098745
1607,1.23,Ideal,H,SI2,61.4,54.0,6.95,6.94,4.26,0.0,5421.879476284161
1608,0.56,Ideal,E,VS2,60.9,56.0,5.35,5.32,3.25,1.0,2092.222905970502
1609,0.32,Good,H,SI1,63.5,57.0,4.34,4.39,2.77,1.0,458.9128105686316
1610,0.24,Ideal,F,VVS1,60.8,55.0,4.03,4.06,2.46,1.0,524.8347470898775
1611,1.1,Premium,D,SI2,62.4,58.0,6.57,6.6,4.11,0.0,5208.044992148204
1612,0.53,Very Good,E,VS1,63.0,56.0,5.13,5.16,3.24,1.0,1914.010440056815
1613,2.01,Very Good,E,SI2,62.0,61.0,8.04,8.1,5.0,0.0,14673.741380531246
1614,1.3,Premium,H,SI2,61.3,58.0,6.99,6.95,4.27,0.0,5837.867832541041
1615,2.0,Very Good,H,SI1,60.9,58.0,8.07,8.15,4.94,0.0,14925.407473269452
1616,1.02,Good,D,SI2,58.9,65.0,6.59,6.54,3.87,0.0,4281.771226890054
1617,1.0,Premium,E,SI2,58.5,59.0,6.62,6.51,3.84,0.0,4160.967468717125
1618,2.0,Premium,H,SI2,62.1,60.0,8.1,8.01,5.3,0.0,12928.866490291763
1619,0.3,Premium,D,VS2,60.9,58.0,4.35,4.32,2.64,1.0,683.9922974303543
1620,0.71,Very Good,E,VVS2,61.7,60.0,5.7,5.74,3.53,1.0,3949.8980716271467
1621,1.0,Ideal,G,VS1,62.5,54.0,6.4,6.44,4.01,1.0,5699.691748146953
1622,1.2,Good,F,VS1,64.0,56.0,6.63,6.58,4.23,0.0,7993.077625591707
1623,0.43,Premium,G,VS2,61.2,58.0,4.9,4.84,2.98,1.0,1035.0119873569379
1624,1.09,Fair,I,SI1,56.4,62.0,6.97,6.9,3.9,0.0,4222.500602255034
1625,0.72,Ideal,G,VS1,62.7,55.0,5.71,5.68,3.57,1.0,3059.5289636647713
1626,1.07,Premium,E,SI2,61.3,59.0,6.64,6.58,4.05,0.0,4714.41725594485
1627,1.07,Premium,F,SI2,58.2,58.0,6.79,6.72,3.93,0.0,4491.032237962636
1628,0.73,Ideal,D,VS2,62.3,54.0,5.77,5.8,3.6,1.0,3768.540780834109
1629,1.0,Very Good,H,SI2,61.6,58.0,6.43,6.47,3.97,0.0,3496.9204656078105
1630,0.74,Premium,D,VS1,62.3,58.0,5.79,5.77,3.6,1.0,4053.755943658476
1631,0.9,Good,E,SI2,61.9,62.0,6.14,6.18,3.81,1.0,3237.528260491655
1632,0.53,Ideal,F,IF,61.9,54.0,5.22,5.25,3.24,1.0,2667.7544349437467
1633,0.98,Fair,G,I1,58.7,57.0,6.54,6.43,3.8,,2046.037897254495
1634,0.37,Ideal,H,SI1,59.7,56.0,4.71,4.67,2.8,1.0,655.6002223154655
1635,0.36,Premium,G,VS1,59.7,59.0,4.61,4.64,2.76,1.0,797.8407171409056
1636,1.86,Premium,H,SI2,62.3,57.0,7.85,7.82,4.88,0.0,11308.092849587269
1637,0.4,Premium,G,SI1,61.6,59.0,4.72,4.66,2.89,1.0,786.8312797927708
1638,0.56,Ideal,F,SI1,61.5,55.0,5.32,5.35,3.28,1.0,1624.7446051545733
1639,2.01,Premium,H,SI1,58.2,62.0,8.26,8.21,4.79,0.0,15489.214359882892
1640,0.78,Very Good,H,VS1,61.9,57.1,5.87,5.95,3.66,1.0,3065.4021164680494
1641,0.32,Premium,D,SI1,60.4,58.0,4.44,4.47,2.69,1.0,624.5120042485065
1642,0.43,Very Good,F,VS2,61.2,59.0,4.84,4.87,2.97,1.0,1098.4371724943046
1643,1.02,Premium,H,VS2,61.0,58.0,6.56,6.49,3.98,1.0,4833.954239362204
1644,0.52,Very Good,G,VS1,59.5,58.0,5.21,5.28,3.12,1.0,1551.5012561486253
1645,0.32,Good,H,SI1,63.4,55.0,4.36,4.38,2.77,1.0,458.9128105686316
1646,1.15,Premium,G,SI1,62.6,58.0,6.71,6.65,4.18,0.0,5759.442625535903
1647,1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,1.0,7129.918377038767
1648,1.02,Very Good,J,SI2,63.4,56.0,6.42,6.36,4.05,0.0,3291.5118178361763
1649,1.02,Premium,F,VS1,61.9,58.0,6.45,6.5,4.01,1.0,6255.779742207001
1650,0.71,Ideal,E,VVS2,62.0,53.9,5.73,5.77,3.57,1.0,4112.272689158998
1651,0.32,Ideal,E,VS2,62.1,55.0,4.39,4.43,2.74,1.0,727.9466187468659
1652,0.7,Ideal,I,SI1,62.5,55.0,5.7,5.73,3.57,1.0,2047.0381166627992
1653,0.7,Ideal,J,SI2,61.4,55.0,5.72,5.75,3.52,1.0,1738.3822028521433
1654,2.04,Ideal,I,SI1,60.2,56.0,8.19,8.26,4.95,0.0,15372.16556328132
1655,0.52,Very Good,G,SI1,61.7,57.0,5.13,5.16,3.17,1.0,1254.978212290126
1656,0.41,Very Good,E,SI1,61.4,56.0,4.77,4.81,2.94,1.0,909.8294142375304
1657,2.5,Premium,H,I1,59.9,60.0,8.75,8.67,5.22,,10791.422058500646
1658,0.31,Premium,E,VS1,60.2,58.0,4.43,4.38,2.65,1.0,715.2374468285701
1659,1.27,Very Good,I,VS2,63.3,63.0,6.87,6.82,4.33,0.0,6501.746286943114
1660,0.63,Premium,H,VS1,61.7,59.0,5.53,5.49,3.4,1.0,2110.7727873873027
1661,0.4,Premium,E,SI1,61.0,59.0,4.71,4.74,2.88,1.0,892.825520956359
1662,0.91,Very Good,G,SI1,60.2,58.0,6.29,6.31,3.79,0.0,3603.671148431342
1663,0.31,Very Good,E,SI1,62.8,57.0,4.32,4.34,2.72,1.0,537.1407072220454
1664,1.2,Premium,G,VS1,62.5,59.0,6.72,6.64,4.19,0.0,7801.747821153819
1665,1.5,Ideal,G,VS1,61.3,53.9,7.37,7.42,4.53,0.0,12284.264003491848
1666,0.77,Good,D,SI2,63.8,58.0,5.78,5.81,3.7,1.0,2548.2721586664406
1667,0.27,Very Good,F,VS1,60.5,57.0,4.21,4.23,2.55,1.0,489.145483527366
1668,2.0,Ideal,H,SI1,63.9,54.0,7.92,8.0,5.1,0.0,15774.908448940661
1669,0.34,Ideal,E,VS1,62.8,56.0,4.46,4.49,2.81,1.0,879.1198463159515
1670,0.3,Ideal,E,VS2,62.3,57.0,4.32,4.29,2.68,1.0,644.4976962065621
1671,0.32,Ideal,E,VS2,62.0,55.0,4.38,4.46,2.74,1.0,727.9466187468659
1672,0.71,Very Good,D,SI1,63.2,58.0,5.65,5.68,3.58,1.0,2728.4089063467436
1673,0.35,Ideal,H,VVS2,59.2,56.0,4.6,4.65,2.74,1.0,792.1255796179207
1674,1.53,Premium,H,VS2,59.8,58.0,7.49,7.52,4.49,0.0,10387.501848945412
1675,1.06,Ideal,I,SI2,61.3,56.0,6.59,6.55,4.03,0.0,3924.9764580095643
1676,0.24,Good,F,VS1,58.3,61.0,4.09,4.14,2.4,1.0,379.26306117218695
1677,0.41,Very Good,E,SI1,63.1,57.0,4.73,4.71,2.98,1.0,909.8294142375304
1678,0.9,Very Good,D,SI1,59.4,62.0,6.19,6.24,3.69,1.0,4266.061166002915
1679,1.38,Premium,H,SI2,60.2,60.0,7.31,7.24,4.37,0.0,6518.143160734393
1680,0.31,Very Good,G,VS2,62.6,57.0,4.3,4.32,2.7,1.0,542.4072791481098
1681,1.02,Premium,I,SI2,61.2,59.0,6.51,6.46,3.97,0.0,3554.1871637973504
1682,0.83,Ideal,I,SI1,61.9,57.0,5.96,6.02,3.71,1.0,2822.10341040107
1683,1.02,Premium,F,SI2,62.0,59.0,6.42,6.33,3.95,0.0,4111.363060075336
1684,0.9,Premium,I,VS2,58.4,62.0,6.35,6.29,3.69,1.0,3494.6017264187326
1685,0.4,Very Good,D,VS2,59.6,58.0,4.8,4.83,2.87,1.0,1143.4877246833717
1686,1.51,Fair,I,VS2,58.8,62.0,7.57,7.51,4.43,0.0,8507.436709306661
1687,0.41,Ideal,I,IF,61.8,55.0,4.77,4.81,2.96,1.0,1072.6722268560388
1688,1.72,Premium,H,VS2,61.9,56.0,7.74,7.67,4.77,0.0,12954.442578022054
1689,0.27,Very Good,J,VVS2,60.8,57.0,4.16,4.2,2.54,1.0,379.92660194871434
1690,0.7,Premium,G,SI1,62.2,58.0,5.69,5.76,3.56,1.0,2259.3867797100925
1691,0.32,Ideal,F,VVS2,61.2,55.0,4.43,4.46,2.72,1.0,816.2652558480629
1692,2.05,Ideal,H,SI1,62.4,57.0,8.14,8.08,5.06,0.0,16526.487150611323
1693,0.77,Premium,J,VS2,62.3,58.0,5.86,5.8,3.63,1.0,2383.5478986633434
1694,1.28,Good,H,SI2,56.8,62.0,7.22,7.16,4.08,0.0,5361.6737003309
1695,1.21,Ideal,G,VS2,59.8,57.0,6.98,6.9,4.15,0.0,7501.340344093007
1696,0.24,Very Good,E,VVS1,62.5,59.0,3.96,4.01,2.49,1.0,557.0606150432143
1697,1.7,Ideal,I,SI1,62.9,57.0,7.57,7.5,4.74,0.0,10901.448038822376
1698,0.32,Ideal,I,VS2,62.5,55.0,4.37,4.4,2.74,1.0,511.3030656960097
1699,1.5,Premium,H,SI2,62.2,60.0,7.29,7.24,4.52,0.0,7602.576071701886
1700,1.35,Ideal,G,VVS2,61.5,55.0,7.11,7.16,4.39,0.0,11431.458556810116
